Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff 
10003861,Primary  Education  (Early  Years  3-7)  with  recommendation  for  Qualified  Teacher  Status,22000,112
10003861,Product  Design,17000,118.25
10003861,Project  Management,27000,0
10003861,Project  Management,21000,80
10003861,Psychology,17000,110.03225806451613
10003861,Public  Relations,18000,119.5
10003861,Public  Relations  with  Journalism,18000,106.71428571428571
10003861,Quantity  Surveying,25000,80
10003861,Quantity  Surveying,32000,0
10003861,Retail  Marketing  Management,27000,0
10003861,Retail  Marketing  Management,21000,96
10003861,Robotics  and  Automation,25000,96
10003861,Robotics  and  Automation,30000,0
10003861,Safety  Health  and  Environmental  Management,26000,0
10003861,Safety  Health  and  Environmental  Management,22000,110.21052631578948
10003861,Social  Care  Justice  and  Recovery,22000,116.6875
10003861,Social  Psychology,17000,80
10003861,Social  Work,22000,112
10003861,Sociology,17000,98.67857142857143
10003861,Speech  And  Language  Therapy,22000,128
10003861,Sport  and  Exercise  Science,17000,126.28571428571429
10003861,Sport  and  Social  Sciences,17000,134.0
10003861,Sport  Business  Management,18000,117.29411764705883
10003861,Sport  Development,18000,112
10003861,Sport  Marketing,19000,117.0
10003861,Sport  Physical  Activity  and  Health,17000,128
10003861,Sports  and  Exercise  Therapy,17000,140.85714285714286
10003861,Sports  Coaching,17000,136.68421052631578
10003861,Sports  Events  Management,18000,106.0
10003861,Sports  Events  Management,27000,0
10003861,Young  People  Communities  and  Society,22000,83.75
10003861,Youth  Work  and  Community  Development  (JNC),22000,102.42857142857143
10003863,Broadcast  Journalism,17000,118.0
10003863,Business  and  Management,18000,91.25
10003863,Early  Childhood  Studies,16000,100.8
10003863,Education  Studies,16000,89.0
10003863,English  and  Creative  Writing,17000,93.125
10003863,English  Literature,17000,93.125
10003863,Film,16000,89.375
10003863,History,18000,87.5
10003863,International  Business,20000,103.5
10003863,Journalism,17000,92.85714285714286
10003863,Media,16000,90.0
10003863,Philosophy  Ethics  and  Religion,18000,80
10003863,Physical  Education,17000,122.71428571428571
10003863,Primary  Education:  Early  Years,22000,125.69565217391305
10003863,Primary  Education:  Later  Years,22000,122.54054054054055
10003863,Sport  and  Exercise  Sciences,17000,122.71428571428571
10003863,Sport  and  Exercise  Sciences  (Sports  Nutrition),17000,106.71428571428571
10003863,Sport  Management,19000,94.25
10003863,Sport  Therapy  and  Rehabilitation,17000,122.71428571428571
10003863,Sports  Coaching,17000,122.71428571428571
10003863,Sports  Journalism,17000,96
10003863,Strength  and  Conditioning,17000,122.71428571428571
10003863,Television  Production,16000,104.33333333333333
10003863,Theology  and  Religious  Studies,18000,80
10003863,Working  with  Children  Young  People  and  Families,16000,105.0
10007795,Accounting  and  Finance,20000,166.0
10007795,Advanced  Psychology,17000,167.5
10007795,Aeronautical  and  Aerospace  Engineering,25000,176
10007795,Aeronautical  and  Aerospace  Engineering,25000,179.75
10007795,Ancient  History  and  History,19000,138.5
10007795,Applied  Computer  Science,23000,165.37735849056605
10007795,Arabic  and  Middle  Eastern  Studies,18000,154.0
10007795,Architectural  Engineering,26000,170.71428571428572
10007795,Architectural  Engineering,26000,167.125
10007795,Architecture,26000,167.125
10007795,Art  and  Design,18000,152.57142857142858
10007795,Asia  Pacific  Studies,18000,156.0
10007795,Asia  Pacific  Studies  (International),18000,156.0
10007795,Asia  Pacific  Studies  and  Chinese,18000,156.0
10007795,Asia  Pacific  Studies  and  Japanese,18000,156.0
10007795,Asia  Pacific  Studies  and  Thai  Studies,18000,156.0
10007795,Automotive  Engineering,26000,181.2941176470588
10007795,Automotive  Engineering,26000,181.2941176470588
10007795,Aviation  Technology  with  Pilot  Studies,25000,168.33333333333334
10007795,Banking  and  Finance,20000,160
10007795,Biochemistry,18000,180.28571428571428
10007795,Biochemistry,18000,156.0
10007795,Biological  Sciences,18000,156.69230769230768
10007795,Biological  Sciences,18000,157.9655172413793
10007795,Biology,19000,161.30434782608697
10007795,Biology,19000,156.32142857142858
10007795,Business  Analytics,21000,165.0
10007795,Business  Economics,25000,163.75
10007795,Business  Studies,20000,107.25
10007795,Chemical  and  Energy  Engineering,26000,160
10007795,Chemical  and  Energy  Engineering,26000,190.0625
10007795,Chemical  and  Nuclear  Engineering,26000,201.0
10007795,Chemical  and  Nuclear  Engineering,26000,190.0625
10007795,Chemical  Engineering,26000,196.28571428571428
10007795,Chemical  Engineering,26000,190.0625
10007795,Chemistry,20000,151.5
10007795,Chemistry,20000,144
10007795,Chemistry  with  a  Year  in  Industry,20000,157.44827586206895
10007795,Chemistry  with  Study  Abroad,20000,157.44827586206895
10007795,Childhood  Studies,22000,153.0
10007795,Chinese  and  Japanese,18000,156.0
10007795,Chinese  and  Thai  Studies,18000,156.0
10007795,Chinese  Studies  (Modern),18000,141.33333333333334
10007795,Civil  and  Environmental  Engineering,26000,165.0
10007795,Civil  and  Environmental  Engineering,26000,167.125
10007795,Civil  and  Structural  Engineering,26000,163.75
10007795,Civil  and  Structural  Engineering,26000,167.125
10007795,Civil  Engineering  with  Transport,26000,167.125
10007795,Civil  Engineering  with  Transport,26000,167.125
10007795,Classical  Civilisation,20000,140.27272727272728
10007795,Communications  and  Media,17000,163.75
10007795,Computer  Science,23000,169.23076923076923
10007795,Computer  Science,23000,156.0
10007795,Computer  Science  (Digital  &  Technology  Solutions),23000,165.37735849056605
10007795,Computer  Science  with  Artificial  Intelligence,23000,165.37735849056605
10007795,Computer  Science  with  Artificial  Intelligence,23000,165.37735849056605
10007795,Computer  Science  with  High  Performance  Graphics  and  Games  Engineering,23000,165.37735849056605
10007795,Dental  Surgery,31000,184.86363636363637
10007795,Diagnostic  Radiography,22000,156.0
10007795,Digital  Media,17000,158.0
10007795,Earth  and  Environmental  Sciences,20000,96
10007795,Ecology  and  Conservation  Biology,19000,161.30434782608697
10007795,Ecology  and  Conservation  Biology,19000,171.25
10007795,Economics,25000,165.68965517241378
10007795,Economics  and  Philosophy,25000,150.0
10007795,Economics  and  Politics,24000,156.85714285714286
10007795,Electronic  and  Communications  Engineering,25000,162.5
10007795,Electronic  and  Communications  Engineering,25000,162.5
10007795,Electronic  and  Electrical  Engineering,25000,162.5
10007795,Electronic  and  Electrical  Engineering,25000,156.0
10007795,Electronic  Engineering,25000,162.5
10007795,Electronic  Engineering,25000,162.5
10007795,Electronics  and  Renewable  Energy  Systems,25000,162.5
10007795,Electronics  and  Renewable  Energy  Systems,25000,162.5
10007795,English  and  History,18000,163.0
10007795,English  and  Philosophy,18000,150.66666666666666
10007795,English  Language  and  Literature,18000,160
10007795,English  Literature,18000,170.96153846153845
10007795,English  Literature  and  Theatre  Studies,17000,181.0
10007795,Environmental  Science,20000,141.125
10007795,Environmental  Science  (International),20000,151.74193548387098
10007795,Fashion  Design,18000,163.0
10007795,Fashion  Marketing,18000,156.5
10007795,Fashion  Technology,18000,157.59375
10007795,Financial  Mathematics,22000,167.5
10007795,Fine  Art,17000,181.0
10007795,Food  Science,21000,167.5
10007795,Food  Science  (Industrial),21000,171.25
10007795,Food  Studies  and  Nutrition,23000,169.0
10007795,French,20000,144
10007795,Genetics,20000,156.5
10007795,Genetics,20000,156.5
10007795,Geography,20000,153.84375
10007795,Geography,21000,167.0
10007795,Geography  with  Transport  Studies,21000,153.0
10007795,Geological  Sciences,18000,144
10007795,Geological  Sciences  (International),18000,172.85714285714286
10007795,Geophysical  Sciences,18000,160
10007795,Geophysical  Sciences  (International),18000,192
10007795,German,19000,147.75
10007795,Graphic  and  Communication  Design,18000,163.0
10007795,Healthcare  Science  (Audiology),22000,154.5
10007795,Healthcare  Science  (Cardiac  Physiology),22000,156.5
10007795,History,19000,171.4
10007795,History  and  History  of  Art,19000,167.5
10007795,History  and  Philosophy,19000,153.0
10007795,History  of  Art,19000,156.5
10007795,Human  Physiology,22000,165.19230769230768
10007795,Human  Physiology,22000,167.5
10007795,Human  Resource  Management,21000,153.0
10007795,International  Business,22000,187.25
10007795,International  Development,22000,128
10007795,International  History  and  Politics,19000,170.71428571428572
10007795,International  Relations,21000,150.0
10007795,Islamic  Studies,19000,154.0
10007795,Italian  A,20000,154.0
10007795,Italian  B,20000,154.0
10007795,Japanese,18000,155.25
10007795,Journalism,18000,155.25
10007795,Law,17000,167.0
10007795,Law  (Graduate  programme),17000,167.03125
10007795,Law  with  European  Legal  Studies,17000,167.03125
10007795,Law  with  French  Law,17000,172.0
10007795,Law  with  International  Legal  Studies,17000,167.03125
10007795,Linguistics  and  Phonetics,18000,128
10007795,Management,21000,154.83333333333334
10007795,Management  with  Marketing,22000,172.5
10007795,Mathematical  Studies,23000,173.57142857142858
10007795,Mathematics,23000,172.95454545454547
10007795,Mathematics,23000,180.03846153846155
10007795,Mathematics  and  Philosophy,23000,163.0
10007795,Mathematics  and  Statistics,23000,161.875
10007795,Mathematics  and  Statistics,23000,173.57142857142858
10007795,Mechanical  Engineering,26000,176
10007795,Mechanical  Engineering,26000,181.2941176470588
10007795,Mechatronics  and  Robotics,26000,181.2941176470588
10007795,Mechatronics  and  Robotics,26000,167.5
10007795,Medical  Biochemistry,18000,157.9655172413793
10007795,Medical  Biochemistry,18000,163.75
10007795,Medical  Engineering,25000,162.5
10007795,Medical  Engineering,25000,162.5
10007795,Medical  Microbiology,19000,154.0
10007795,Medical  Sciences,22000,182.0
10007795,Medical  Sciences,22000,170.0
10007795,Medicinal  Chemistry,20000,128
10007795,Medicinal  Chemistry,20000,172.5
10007795,Medicinal  Chemistry  with  a  Year  in  Industry,20000,157.44827586206895
10007795,Medicinal  Chemistry  with  Study  Abroad,20000,157.44827586206895
10007795,Meteorology  and  Climate  Science,20000,151.74193548387098
10007795,Meteorology  and  Climate  Science  (International),20000,151.74193548387098
10007795,Microbiology,19000,154.0
10007795,Microbiology,19000,153.0
10007795,Middle  Eastern  Studies,18000,156.0
10007795,Midwifery  (3  year),22000,162.14285714285714
10007795,Music,17000,186.0
10007795,Music  (Performance),17000,192
10007795,Music  and  Music  Psychology,17000,189.125
10007795,Neuroscience,22000,165.19230769230768
10007795,Neuroscience,22000,162.5
10007795,Nursing  (Adult)  with  Registration,22000,162.5
10007795,Nursing  (Child)  with  Registration,22000,162.14285714285714
10007795,Nursing  (Mental  Health)  with  Registration,22000,128
10007795,Petroleum  Engineering,26000,190.0625
10007795,Petroleum  Engineering,26000,163.33333333333334
10007795,Pharmacology,19000,171.25
10007795,Pharmacology,19000,160
10007795,Philosophy  and  Politics,21000,151.5
10007795,Philosophy  Ethics  and  Religion,19000,149.0
10007795,Physics,23000,156.0
10007795,Physics,23000,172.0
10007795,Physics  with  Astrophysics,23000,164.28571428571428
10007795,Physics  with  Astrophysics,23000,160
10007795,Politics,21000,153.54545454545453
10007795,Product  Design,26000,162.14285714285714
10007795,Product  Design,26000,181.2941176470588
10007795,Psychology,17000,166.1764705882353
10007795,Psychology  with  Education,17000,165.625
10007795,Russian  A,20000,144
10007795,Russian  B,20000,144
10007795,Social  Policy,22000,144
10007795,Social  Policy  and  Crime,22000,128
10007795,Social  Policy  and  Sociology,22000,157.33333333333334
10007795,Social  Policy  with  Enterprise,22000,144
10007795,Social  Science,22000,67.0
10007795,Social  Work,22000,144
10007795,Sociology,22000,148.13793103448276
10007795,Spanish,21000,147.0
10007795,Sport  and  Exercise  Sciences,17000,147.0
10007795,Sport  and  Exercise  Sciences,17000,147.91304347826087
10007795,Sustainability  and  Environmental  Management,20000,152.33333333333334
10007795,Sustainability  and  Environmental  Management  (International),20000,151.74193548387098
10007795,Textile  Design,18000,152.57142857142858
10007795,Thai  Studies,18000,156.0
10007795,Theatre  and  Performance  with  Enterprise,17000,154.625
10007795,Theology  and  Religious  Studies,19000,144
10007795,Theoretical  Physics,23000,160
10007795,Theoretical  Physics,23000,183.5
10007795,Zoology,16000,144
10007795,Zoology,16000,144
10007796,Accounting  and  Finance,21000,136.63636363636363
10007796,Accounting  and  Finance  (Major  for  Pathway),21000,136.57142857142858
10007796,Aerospace  Engineering,26000,163.75
10007796,Aerospace  Engineering,26000,128
10007796,Aerospace  Engineering,26000,137.375
10007796,Aerospace  Engineering,26000,133.45454545454547
10007796,Aerospace  Engineering,26000,137.375
10007796,Aerospace  Engineering,26000,131.75
10007796,American  Studies,20000,123.25
10007796,American  Studies,20000,124.5
10007796,Ancient  History,18000,136.1818181818182
10007796,Ancient  History  and  History,18000,138.0
10007796,Applied  and  Environmental  Geology,19000,128
10007796,Applied  and  Environmental  Geology,19000,144
10007796,Applied  Psychology,18000,135.5
10007796,Archaeology,18000,144
10007796,Archaeology  (Major  for  Pathway),18000,151.5
10007796,Banking  and  Finance,25000,130.14285714285714
10007796,Banking  and  Finance,25000,137.375
10007796,Biological  Sciences,19000,147.75
10007796,Biological  Sciences  (Biochemistry),20000,146.5
10007796,Biological  Sciences  (Genetics),18000,149.0
10007796,Biological  Sciences  (Microbiology),18000,156.0
10007796,Biological  Sciences  (Neuroscience),22000,155.25
10007796,Biological  Sciences  (Physiology  with  Pharmacology),19000,156.0
10007796,Biological  Sciences  (Zoology),18000,144
10007796,Business  Economics,25000,135.5
10007796,Business  Economics,25000,135.69230769230768
10007796,Chemistry,20000,146.5
10007796,Chemistry,20000,112
10007796,Chemistry,20000,138.0
10007796,Chemistry,20000,112
10007796,Computer  Science,24000,156.0
10007796,Computer  Science,24000,149.25
10007796,Computer  Science,24000,149.25
10007796,Computer  Science,24000,161.66666666666666
10007796,Computer  Science,24000,147.75
10007796,Contemporary  History,18000,137.375
10007796,Criminology,18000,136.47826086956522
10007796,Criminology  (Major  for  Pathway),18000,131.1578947368421
10007796,Economics,25000,138.5
10007796,Economics,25000,136.02325581395348
10007796,Electrical  and  Electronic  Engineering,25000,123.66666666666667
10007796,Electrical  and  Electronic  Engineering,25000,123.66666666666667
10007796,Electrical  and  Electronic  Engineering,25000,123.66666666666667
10007796,Electrical  and  Electronic  Engineering,25000,123.66666666666667
10007796,Electrical  and  Electronic  Engineering,25000,123.66666666666667
10007796,Electrical  and  Electronic  Engineering,25000,123.66666666666667
10007796,Engineering,26000,115.0
10007796,English,18000,131.46153846153845
10007796,English  and  American  Studies,18000,112
10007796,English  and  History,18000,123.25
10007796,English  Literature  (Major  for  Pathway),18000,130.5
10007796,European  Studies,20000,138.0
10007796,Film  and  Media  Studies,17000,138.0
10007796,Film  Studies  (Major  for  Pathway),17000,137.10714285714286
10007796,Film  Studies  and  the  Visual  Arts,17000,112
10007796,Financial  Economics,25000,146.14285714285714
10007796,Financial  Economics,25000,132.5
10007796,French  and  Spanish,20000,128
10007796,French  Studies  (Major  for  Pathway),20000,128
10007796,General  Engineering,26000,122.86206896551724
10007796,General  Engineering,26000,131.0
10007796,General  Engineering,26000,122.86206896551724
10007796,General  Engineering,26000,122.86206896551724
10007796,General  Engineering,26000,122.86206896551724
10007796,General  Engineering,26000,122.86206896551724
10007796,Geography,20000,134.0
10007796,Geography,20000,133.0
10007796,Geography,21000,137.0
10007796,Geology,19000,128
10007796,Geology,19000,135.5
10007796,Geology,19000,128
10007796,Geology  with  Geophysics,19000,128
10007796,Geology  with  Geophysics,19000,153.0
10007796,Geology  with  Palaeontology,19000,128
10007796,Geology  with  Palaeontology,19000,163.0
10007796,History,18000,135.6829268292683
10007796,History  (Major  for  Pathway),18000,136.1818181818182
10007796,History  and  Politics,20000,146.5
10007796,History  of  Art,18000,136.1818181818182
10007796,History  of  Art  (Major  for  Pathway),18000,136.1818181818182
10007796,Human  Geography,21000,132.28571428571428
10007796,Human  Geography  (Major  for  Pathway),21000,136.03571428571428
10007796,Human  Resource  Management  (Major  for  Pathway),23000,136.75
10007796,International  Relations,20000,132.28571428571428
10007796,International  Relations  (Major  for  Pathway),20000,132.44444444444446
10007796,Italian  Studies  (Major  for  Pathway),20000,149.0
10007796,Law,18000,150.5
10007796,Law  with  Criminology,18000,156.5
10007796,Maitrise  in  English  and  French  Law  (2  years  in  France),18000,151.5
10007796,Major  in  Computer  Science,24000,149.25
10007796,Management  Studies,23000,137.54545454545453
10007796,Management  Studies  (Finance),20000,135.5
10007796,Management  Studies  (Major  for  Pathway),23000,136.75
10007796,Management  Studies  and  Economics,28000,112
10007796,Mathematics,23000,163.75
10007796,Mathematics,23000,140.5
10007796,Mathematics,23000,109.63636363636364
10007796,Mathematics  (Major  for  Pathway),23000,140.69230769230768
10007796,Mathematics  (Year  in  Europe),23000,140.69230769230768
10007796,Mathematics  (Year  in  USA),23000,140.69230769230768
10007796,Mathematics  (Year  in  USA),23000,140.69230769230768
10007796,Mathematics  and  Actuarial  Science,25000,140.85714285714286
10007796,Mechanical  Engineering,26000,128
10007796,Mechanical  Engineering,26000,133.0
10007796,Mechanical  Engineering,26000,136.33333333333334
10007796,Mechanical  Engineering,26000,132.03846153846155
10007796,Mechanical  Engineering,26000,123.53846153846153
10007796,Mechanical  Engineering,26000,132.03846153846155
10007796,Media  and  Communication,17000,137.10714285714286
10007796,Media  Studies  (Major  for  Pathway),17000,137.10714285714286
10007796,Medical  Biochemistry,20000,154.71428571428572
10007796,Medical  Genetics,18000,165.0
10007796,Medical  Microbiology,18000,153.0
10007796,Medical  Physiology,22000,151.5
10007796,Medicine,30000,192.88235294117646
10007796,Medicine,30000,192.88235294117646
10007796,Modern  Language  Studies,20000,138.0
10007796,Modern  Languages  with  Management,20000,128
10007796,Natural  Sciences  (Life  and  Physical  Sciences),25000,139.8421052631579
10007796,Natural  Sciences  (Life  and  Physical  Sciences),25000,139.8421052631579
10007796,Operating  Department  Practice,22000,153.0
10007796,Pharmaceutical  Chemistry,20000,135.5
10007796,Pharmaceutical  Chemistry,20000,135.5
10007796,Pharmaceutical  Chemistry,20000,156.0
10007796,Pharmaceutical  Chemistry,20000,125.63636363636364
10007796,Physical  Geography,20000,134.0
10007796,Physics,25000,139.8421052631579
10007796,Physics,25000,140.0
10007796,Physics,25000,135.5
10007796,Physics  (Major  for  Pathway),25000,139.8421052631579
10007796,Physics  with  Astrophysics,25000,151.5
10007796,Physics  with  Astrophysics,25000,133.0
10007796,Physics  with  Space  Science,25000,139.8421052631579
10007796,Physics  with  Space  Science,25000,153.375
10007796,Politics,20000,119.5
10007796,Politics  (Major  for  Pathway),20000,132.44444444444446
10007796,Politics  and  Economics,25000,112
10007796,Politics  and  International  Relations,20000,140.5
10007796,Psychology,18000,144.625
10007796,Psychology  with  Cognitive  Neuroscience,18000,128
10007796,Sociology,18000,119.5
10007796,Sociology  (Major  for  Pathway),18000,131.1578947368421
10007796,Software  Engineering,24000,149.25
10007796,Spanish  and  Latin  American  Studies  (Major  for  Pathway),20000,128
10003928,Construction,27000,0
10003928,ElectricalandElectronicEngineering,30000,0
10007151,Accountancy  and  Finance,20000,120.57142857142857
10007151,Advertising  and  Marketing,20000,119.5
10007151,American  Studies,18000,117.625
10007151,Animal  Behaviour  and  Welfare,18000,154.0
10007151,Animal  Behaviour  and  Welfare,18000,144
10007151,Animal  Behaviour  and  Welfare,18000,154.0
10007151,Animation  and  Visual  Effects,17000,122.0
10007151,Architecture,19000,124.0
10007151,Art  History  and  History,18000,120.57142857142857
10007151,Automation  Engineering,26000,139.25
10007151,Automation  Engineering,26000,139.25
10007151,Biochemistry,18000,96
10007151,Biochemistry,18000,96
10007151,Biochemistry,18000,96
10007151,Biology,18000,123.25
10007151,Biology,18000,123.25
10007151,Biology,18000,123.25
10007151,Biomedical  Science,22000,112
10007151,Biomedical  Science,22000,125.8157894736842
10007151,Biomedical  Science,22000,112
10007151,Bioveterinary  Science,18000,154.0
10007151,Bioveterinary  Science,18000,128
10007151,Bioveterinary  Science,18000,154.0
10007151,Business  and  Enterprise  Development,21000,115.75
10007151,Business  and  Finance,20000,96
10007151,Business  Economics,20000,120.2258064516129
10007151,Business  Psychology,21000,115.75
10007151,Business  Studies  (with  Professional  Practice),21000,115.75
10007151,Chemistry,20000,115.75
10007151,Chemistry,20000,115.75
10007151,Chemistry,20000,115.75
10007151,Chemistry,20000,115.75
10007151,Chemistry  for  Drug  Discovery  and  Development,20000,115.75
10007151,Chemistry  for  Drug  Discovery  and  Development,20000,115.75
10007151,Chemistry  with  Drug  Discovery  and  Development,20000,115.75
10007151,Chemistry  with  Drug  Discovery  and  Development,20000,115.75
10007151,Chemistry  with  Education,20000,115.75
10007151,Chemistry  with  Education,20000,115.75
10007151,Chemistry  with  Education,20000,115.75
10007151,Chemistry  with  Education,20000,115.75
10007151,Chemistry  with  Mathematics,20000,115.75
10007151,Chemistry  with  Mathematics,20000,115.75
10007151,Classical  Studies,18000,117.625
10007151,Communications  and  Public  Relations,18000,122.71428571428571
10007151,Computer  Science,22000,130.4
10007151,Computer  Science,22000,130.14285714285714
10007151,Computer  Science,22000,129.15384615384616
10007151,Conservation  of  Cultural  Heritage,15000,140.5
10007151,Construction  Science  and  Management,21000,124.0
10007151,Creative  Advertising,18000,124.0
10007151,Criminology,18000,122.9090909090909
10007151,Dance,17000,131.0
10007151,Design  for  Exhibition  and  Museums,18000,112
10007151,Drama  and  Theatre,17000,134.42857142857142
10007151,Ecology  and  Conservation,18000,123.25
10007151,Economics,20000,120.2258064516129
10007151,Electrical  Engineering  (Control  Systems),26000,139.25
10007151,Electrical  Engineering  (Control  Systems),26000,139.25
10007151,Electrical  Engineering  (Control  Systems),26000,139.25
10007151,Electrical  Engineering  (Electronics),26000,139.25
10007151,Electrical  Engineering  (Electronics),26000,139.25
10007151,Electrical  Engineering  (Electronics),26000,139.25
10007151,Electrical  Engineering  (Power  and  Energy),26000,139.25
10007151,Electrical  Engineering  (Power  and  Energy),26000,139.25
10007151,Electrical  Engineering  (Power  and  Energy),26000,139.25
10007151,English,17000,117.92105263157895
10007151,English  and  Creative  Writing,17000,117.625
10007151,Events  Management,18000,96
10007151,Fashion,18000,131.75
10007151,Film  and  Television  Studies,17000,135.5
10007151,Film  Production,17000,136.07692307692307
10007151,Fine  Art,15000,135.5
10007151,Forensic  Chemistry,20000,115.75
10007151,Forensic  Chemistry,20000,115.75
10007151,Forensic  Chemistry,20000,115.75
10007151,Forensic  Chemistry,20000,112
10007151,Forensic  Science,18000,121.0
10007151,Forensic  Science,18000,121.0
10007151,Games  Computing,22000,128
10007151,Games  Computing,22000,130.4
10007151,Games  Computing,22000,124.85714285714286
10007151,Graphic  Design,18000,125.39285714285714
10007151,Health  and  Exercise  Science,17000,157.125
10007151,Health  and  Social  Care,22000,138.0
10007151,History,18000,120.88888888888889
10007151,Illustration,18000,140.0
10007151,Interactive  Design,18000,133.0
10007151,Interior  Architecture  and  Design,18000,122.0
10007151,International  Business  Management,21000,96
10007151,International  Relations,18000,115.0
10007151,International  Relations  and  Politics,18000,120.57142857142857
10007151,International  Tourism  Management,18000,117.625
10007151,Journalism,18000,128.78947368421052
10007151,Journalism  Studies,18000,126.53125
10007151,Law,18000,120.38235294117646
10007151,Magazine  Journalism,18000,126.53125
10007151,Marketing  Management,20000,118.0
10007151,Mechanical  Engineering,26000,140.0
10007151,Mechanical  Engineering,26000,128
10007151,Mechanical  Engineering,26000,140.0
10007151,Mechanical  Engineering  (Control  Systems),26000,140.0
10007151,Mechanical  Engineering  (Control  Systems),26000,140.0
10007151,Mechanical  Engineering  (Control  Systems),26000,140.0
10007151,Mechanical  Engineering  (Power  and  Energy),26000,140.0
10007151,Mechanical  Engineering  (Power  and  Energy),26000,140.0
10007151,Mechanical  Engineering  (Power  and  Energy),26000,140.0
10007151,Media  Production,17000,137.31034482758622
10007151,Media  Studies,17000,136.07692307692307
10007151,Music,17000,132.77272727272728
10007151,Nursing  with  Registered  Nurse  (Adult),22000,135.5
10007151,Nursing  with  Registered  Nurse  (Mental  Health),22000,122.0
10007151,Paramedic  Science,22000,133.76923076923077
10007151,Pharmaceutical  Science,22000,115.75
10007151,Pharmaceutical  Science,22000,133.0
10007151,Pharmacy,22000,133.0
10007151,Pharmacy,22000,139.25
10007151,Philosophy,18000,120.57142857142857
10007151,Photography,18000,131.0
10007151,Physical  Education  and  Sport,17000,157.125
10007151,Physics,20000,138.5
10007151,Physics,20000,138.5
10007151,Physics,20000,138.5
10007151,Politics,18000,124.5
10007151,Product  Design,18000,118.0
10007151,Psychology,17000,131.6
10007151,Psychology  with  Clinical  Psychology,17000,131.0
10007151,Psychology  with  Forensic  Psychology,17000,138.0
10007151,Social  Policy,18000,96
10007151,Sociology,18000,119.5
10007151,Sound  and  Music  Production,17000,121.0
10007151,Sport  and  Exercise  Science,17000,144
10007151,Sport  Development  and  Coaching,17000,166.0
10007151,Sports  Business  Management,18000,115.0
10007151,Sports  Journalism,18000,126.53125
10007151,Strength  and  Conditioning  in  Sport,17000,157.125
10007151,Zoology,18000,135.5
10007151,Zoology,18000,135.5
10007151,Zoology,18000,135.5
10003945,Acting,16000,128
10003945,Applied  Theatre  and  Community  Drama,16000,124.85714285714286
10003945,Dance,17000,165.625
10003945,Management  of  Music  Entertainment  Theatre  and  Events,17000,112
10003945,Music,17000,135.5
10003945,Music  (Song  Writing  and  Performance),17000,135.5
10003945,Music  (Song  Writing  and  Production),17000,135.5
10003945,Sound  Technology,25000,140.5
10003945,Theatre  and  Performance  Technology,16000,112
10003945,Theatre  Performnace  and  Design,16000,131.0
10003955,Building  Services  Engineering,27000,0
10003956,Accounting  &  Finance,18000,101.625
10003956,Business  Management,20000,115.75
10003956,Business  Management  and  Marketing,18000,96
10003956,Business  Management  and  Sport  &  Physical  Education,20000,119.5
10003956,Computer  Science,21000,123.25
10003956,Computer  Science,21000,122.0
10003956,Dance  and  Education,16000,115.75
10003956,Design,16000,144
10003956,Drama  and  Theatre  Studies,16000,96
10003956,Education  and  Information  Technology,21000,119.5
10003956,Fine  Art,16000,119.5
10003956,Graphic  Design,16000,144
10003956,Marketing,20000,96
10003956,Music,16000,119.5
10003956,Music  and  Popular  Music,16000,121.0
10003956,Primary  Education  with  QTS,22000,117.89285714285714
10003957,Accounting  and  Finance,19000,124.6923076923077
10003957,Accounting  and  Finance,19000,124.6923076923077
10003957,Animal  Behaviour,15000,144
10003957,Animal  Behaviour,15000,144
10003957,Applied  Mathematics  with  Engineering,21000,124.85714285714286
10003957,Applied  Mathematics  with  Engineering,21000,124.85714285714286
10003957,Architectural  Engineering,18000,152.33333333333334
10003957,Architectural  Engineering,18000,152.33333333333334
10003957,Architectural  Engineering,18000,152.33333333333334
10003957,Architectural  Technology,18000,153.0
10003957,Architecture,18000,152.88888888888889
10003957,Audio  and  Music  Production,18000,150.0
10003957,Audio  and  Music  Production,18000,147.75
10003957,Biochemistry,19000,122.0
10003957,Biochemistry,19000,124.0
10003957,Biology,18000,121.0
10003957,Biology,18000,121.0
10003957,Biomedical  Science,21000,138.3846153846154
10003957,Biomedical  Science,21000,140.69230769230768
10003957,Building  Services  Engineering,25000,135.85714285714286
10003957,Building  Services  Engineering,25000,135.85714285714286
10003957,Building  Services  Engineering,30000,0
10003957,Building  Services  Engineering,30000,0
10003957,Building  Services  Engineering,25000,135.85714285714286
10003957,Building  Services  Engineering  Project  Management,25000,135.85714285714286
10003957,Building  Services  Engineering  Project  Management,30000,0
10003957,Building  Surveying,25000,133.0
10003957,Building  Surveying,30000,0
10003957,Business  and  Public  Relations,17000,124.0
10003957,Business  and  Public  Relations,17000,124.0
10003957,Business  Management,20000,135.5
10003957,Business  Management,20000,135.5
10003957,Business  Studies,20000,136.4375
10003957,Business  Studies,20000,136.4375
10003957,Business  with  Finance,20000,131.0
10003957,Business  with  International  Business  Management,20000,135.5
10003957,Business  with  International  Business  Management,20000,135.5
10003957,Business  with  Marketing,18000,129.0
10003957,Business  with  Marketing,18000,129.0
10003957,Chemistry,20000,130.5
10003957,Chemistry,20000,130.5
10003957,Civil  and  Environmental  Engineering,25000,139.7391304347826
10003957,Civil  and  Offshore  Engineering,25000,139.7391304347826
10003957,Civil  and  Structural  Engineering,25000,139.7391304347826
