Institution ,  Course ,  Salary  (6  months  after) ,  Median  Tariff 
10003957,Civil  and  Transportation  Engineering,25000,139.7391304347826
10003957,Civil  Engineering,25000,135.5
10003957,Civil  Engineering,25000,147.75
10003957,Civil  Engineering,34000,0
10003957,Civil  Engineering,34000,0
10003957,Civil  Engineering,25000,135.5
10003957,Civil  Engineering  and  Architecture,25000,139.7391304347826
10003957,Civil  Engineering  and  Construction  Management,25000,139.7391304347826
10003957,Computer  Forensics,21000,139.25
10003957,Computer  Forensics,21000,140.5
10003957,Computer  Forensics,21000,140.5
10003957,Computer  Games  Development,21000,139.25
10003957,Computer  Games  Development,21000,139.25
10003957,Computer  Games  Development,21000,139.25
10003957,Computer  Networks,21000,139.25
10003957,Computer  Networks,21000,139.25
10003957,Computer  Networks,21000,139.25
10003957,Computer  Science,21000,139.25
10003957,Computer  Science,21000,139.25
10003957,Computer  Science,21000,139.25
10003957,Computer  Security,21000,139.25
10003957,Computer  Security,21000,139.25
10003957,Computer  Security,21000,139.25
10003957,Computer  Studies,21000,137.44444444444446
10003957,Computer  Studies,21000,139.25
10003957,Computer  Studies,21000,137.44444444444446
10003957,Construction  Management,25000,124.0
10003957,Construction  Management,30000,0
10003957,Control  and  Automation  Engineering,34000,0
10003957,Creative  Writing,16000,112
10003957,Creative  Writing  and  Film  Studies,16000,135.5
10003957,Criminal  Justice,16000,140.0
10003957,Criminal  Justice,16000,140.0
10003957,Criminology,17000,125.75
10003957,Criminology,17000,125.75
10003957,Criminology  and  Psychology,16000,131.57142857142858
10003957,Data  Science,21000,139.25
10003957,Data  Science,21000,139.25
10003957,Data  Science,21000,139.25
10003957,Drama  and  Creative  Writing,16000,134.0
10003957,Drama  and  English  Literature,17000,133.0
10003957,Early  Childhood  Studies,19000,140.0
10003957,Electrical  and  Electronic  Engineering,24000,149.0
10003957,Electrical  and  Electronic  Engineering,34000,0
10003957,Electrical  and  Electronic  Engineering,24000,149.0
10003957,Electrical  and  Electronic  Engineering,24000,155.25
10003957,English,17000,122.86206896551724
10003957,English  Literature,17000,122.86206896551724
10003957,English  Media  and  Cultural  Studies,16000,124.0
10003957,Environmental  Health,21000,119.5
10003957,Events  Management,19000,128
10003957,Facilities  Management,30000,0
10003957,Facilities  Management,25000,135.85714285714286
10003957,Fine  Art,16000,149.0
10003957,Food  Development  and  Nutrition,21000,149.0
10003957,Forensic  Anthropology,17000,134.0
10003957,Forensic  Anthropology,17000,134.0
10003957,Forensic  Science,18000,128
10003957,Forensic  Science,18000,128
10003957,Health  and  Social  Care  for  Individuals  Families  and  Communities,22000,135.5
10003957,History  and  English  Literature,17000,121.0
10003957,Human  Resource  Management,20000,131.0
10003957,Human  Resource  Management,20000,131.0
10003957,International  Journalism,17000,118.42857142857143
10003957,International  Tourism  Management,16000,128
10003957,Journalism,17000,116.375
10003957,Law,17000,130.5
10003957,Law,17000,130.5
10003957,Law  and  Criminal  Justice,17000,125.75
10003957,Law  and  Criminal  Justice,17000,112
10003957,Management  Transport  and  Logistics,18000,135.5
10003957,Manufacturing  Systems  Engineering,38000,0
10003957,Manufacturing  Systems  Engineering,38000,0
10003957,Marine  and  Offshore  Engineering,25000,147.21428571428572
10003957,Marine  and  Offshore  Engineering,25000,147.21428571428572
10003957,Marine  and  Offshore  Engineering,25000,147.21428571428572
10003957,Maritime  Business  and  Management,18000,156.0
10003957,Marketing,18000,129.07142857142858
10003957,Marketing,18000,129.07142857142858
10003957,Mathematics,21000,124.85714285714286
10003957,Mathematics,21000,124.85714285714286
10003957,Mathematics  and  Data  Science,21000,124.85714285714286
10003957,Mathematics  and  Data  Science,21000,124.85714285714286
10003957,Mathematics  with  Finance,21000,124.85714285714286
10003957,Mathematics  with  Finance,21000,124.85714285714286
10003957,Mechanical  and  Manufacturing  Engineering,25000,147.21428571428572
10003957,Mechanical  and  Manufacturing  Engineering,25000,147.21428571428572
10003957,Mechanical  and  Manufacturing  Engineering,25000,147.21428571428572
10003957,Mechanical  and  Marine  Engineering,25000,149.0
10003957,Mechanical  and  Marine  Engineering,25000,147.21428571428572
10003957,Mechanical  and  Marine  Engineering,25000,149.0
10003957,Mechanical  Engineering,25000,146.5
10003957,Mechanical  Engineering,25000,148.44444444444446
10003957,Mechanical  Engineering,25000,148.44444444444446
10003957,Mechanical  Engineering  with  Management,25000,147.21428571428572
10003957,Mechanical  Engineering  with  Management,25000,147.21428571428572
10003957,Mechanical  Engineering  with  Management,25000,147.21428571428572
10003957,Media  Production,16000,140.5
10003957,Media  Culture  Communication,16000,124.5
10003957,Media  Culture  Communication,16000,134.6
10003957,Midwifery,22000,154.0
10003957,Multimedia  Computing,21000,139.25
10003957,Multimedia  Computing,21000,139.25
10003957,Multimedia  Computing,21000,139.25
10003957,Nautical  Science,18000,153.0
10003957,Nursing  with  Registered  Nurse  Status  (Adult),22000,147.0
10003957,Nursing  with  Registered  Nurse  Status  (Child),22000,144
10003957,Nursing  with  Registered  Nurse  Status  (Mental  Health),22000,145.875
10003957,Nutrition,21000,128
10003957,Pharmaceutical  Science,20000,130.5
10003957,Pharmaceutical  Science,20000,130.5
10003957,Pharmacy,19000,139.5909090909091
10003957,Policing  Studies,17000,125.75
10003957,Policing  Studies,17000,125.75
10003957,Policing  Studies  and  Evidence-based  Practice,17000,129.66666666666666
10003957,Policing  Studies  and  Evidence-based  Practice,17000,125.75
10003957,Product  Design  Engineering,25000,149.0
10003957,Public  Health,21000,138.3846153846154
10003957,Quantity  Surveying,25000,135.5
10003957,Quantity  Surveying,30000,0
10003957,Real  Estate,25000,144
10003957,Real  Estate,30000,0
10003957,Sociology,17000,112
10003957,Sociology,17000,112
10003957,Software  Engineering,21000,149.0
10003957,Software  Engineering,21000,139.25
10003957,Software  Engineering,21000,149.0
10003957,Sports  Journalism,17000,116.61538461538461
10003957,Video  Production  and  Streaming,18000,147.75
10003957,Wildlife  Conservation,15000,147.75
10003957,Wildlife  Conservation,15000,147.75
10003957,Zoology,15000,134.66666666666666
10003957,Zoology,15000,134.66666666666666
10006842,Accounting  and  Finance,20000,151.5
10006842,Accounting  and  Finance  with  a  Year  in  Industry,20000,154.71428571428572
10006842,Actuarial  Mathematics,22000,151.5
10006842,Aerospace  Engineering,25000,170.0
10006842,Aerospace  Engineering,25000,134.66666666666666
10006842,Aerospace  Engineering  with  Pilot  Studies,25000,140.85714285714286
10006842,Aerospace  Engineering  with  Pilot  Studies,25000,139.25
10006842,Anatomy  and  Human  Biology,22000,154.0
10006842,Ancient  History,18000,137.375
10006842,Ancient  History  and  History,18000,145.25
10006842,Ancient  History  and  Irish  Studies,18000,145.25
10006842,Ancient  History  with  Heritage  Studies,18000,145.25
10006842,Ancient  History  with  History,18000,145.25
10006842,Ancient  History  with  Irish  Studies,18000,145.25
10006842,Archaeology,18000,150.0
10006842,Archaeology,18000,150.0
10006842,Archaeology  and  Egyptology,18000,150.0
10006842,Archaeology  BA  with  Egyptology,18000,150.0
10006842,Archaeology  of  Ancient  Civilisations,18000,150.0
10006842,Architectural  Engineering,19000,151.5
10006842,Architectural  Engineering,19000,151.5
10006842,Architecture,19000,151.5
10006842,Astrophysics  MPhys,23000,144
10006842,Avionic  Systems,25000,140.85714285714286
10006842,Avionic  Systems,25000,140.85714285714286
10006842,Avionic  Systems  with  Year  in  Industry,25000,140.85714285714286
10006842,Biochemistry,19000,149.0
10006842,Biological  and  Medical  Sciences,18000,161.8
10006842,Biological  Sciences,18000,128
10006842,Biological  Sciences  (with  a  Foundation  Year)  leading  to,18000,104.57142857142857
10006842,Biological  Sciences  mbiolsci,18000,172.0
10006842,Business  Economics,23000,140.5
10006842,Business  Economics  with  a  Year  in  Industry,23000,140.85714285714286
10006842,Business  Management,20000,151.5
10006842,Business  Management  with  a  Year  in  Industry,20000,151.5
10006842,Chemical  Sciences    (4  year  route  including  a  Foundation  Year  at  Carmel,20000,148.13793103448276
10006842,Chemistry,20000,128
10006842,Chemistry  For  Sustainable  Energy,20000,148.13793103448276
10006842,Chemistry  MChem,20000,144
10006842,Chemistry  with  a  Year  in  Industry,20000,134.0
10006842,Chemistry  with  Research  in  Industry  MChem,20000,155.25
10006842,Civil  and  Structural  Engineering,25000,128
10006842,Civil  Engineering,25000,138.0
10006842,Civil  Engineering,25000,154.5
10006842,Classical  Studies,19000,140.5
10006842,Classical  Studies  with  Ancient  Greek,19000,163.75
10006842,Classical  Studies  with  Latin,19000,163.75
10006842,Classics,19000,163.75
10006842,Communication  and  Media,17000,128
10006842,Communication  and  Media  with  a  Year  in  Industry,18000,140.14285714285714
10006842,Computer  Science,22000,140.0
10006842,Computer  Science,22000,139.25
10006842,Computer  Science    (Foundation)  (4  year  route  with  Carmel  C,22000,102.42857142857143
10006842,Computer  Science  with  a  Year  in  Industry,22000,134.8181818181818
10006842,Criminology,18000,140.14285714285714
10006842,Criminology  and  Sociology,18000,137.6
10006842,Criminology  with  Sociology,18000,137.6
10006842,Dental  Hygiene  and  Dental  Therapy  BSc  (Hons),22000,153.0
10006842,Dental  Surgery  BDS,31000,179.75
10006842,Dental  Surgery  BDS  (Graduate  Entry  Pathway),31000,179.75
10006842,Diagnostic  Radiography,22000,139.25
10006842,Earth  Sciences  entry  route  leading  to    (4  year  route  including  a  Found,18000,142.4
10006842,Economics,23000,128
10006842,Economics  with  a  Year  in  Industry,23000,128
10006842,Egyptology,18000,148.28571428571428
10006842,Egyptology  with  Archaeology,18000,150.0
10006842,Electrical  and  Electronic  Engineering,24000,133.0
10006842,Electrical  and  Electronic  Engineering,24000,133.0
10006842,Electrical  and  Electronic  Engineering  with  a  Year  in  Industry,24000,133.0
10006842,Electrical  and  Electronic  Engineering  with  a  Year  in  Industry,24000,133.0
10006842,Electronic  Commerce  Computing,22000,147.46153846153845
10006842,Electronic  Commerce  Computing  with  a  Year  in  Industry,22000,147.46153846153845
10006842,Engineering,26000,144
10006842,Engineering,26000,144
10006842,Engineering  Foundation    (4  year  route  including  a  Foundation  Year  at,26000,101.0
10006842,English,17000,146.30769230769232
10006842,English  Language,17000,145.875
10006842,English  Literature,17000,145.875
10006842,Environment  and  Planning,21000,146.14285714285714
10006842,Environmental  Science,19000,138.0
10006842,Evolutionary  Anthropology,18000,147.0
10006842,Financial  Computing,22000,147.46153846153845
10006842,Financial  Computing  with  a  Year  in  Industry  BSc  (Hons),22000,139.91176470588235
10006842,French,19000,128
10006842,Genetics,18000,140.0
10006842,Geography,19000,140.1875
10006842,Geography,19000,139.47058823529412
10006842,Geography    (4  year  route  including  a  Foundation  Year),19000,101.0
10006842,Geology,18000,128
10006842,Geology,18000,144
10006842,Geology  (North  America),18000,142.4
10006842,Geology  and  Geophysics,18000,142.4
10006842,Geophysics  (Geology),18000,141.125
10006842,Geophysics  (North  America),18000,142.4
10006842,Geophysics  (Physics),18000,142.4
10006842,German,19000,138.0
10006842,Hispanic  Studies,18000,124.27272727272727
10006842,History,18000,148.6153846153846
10006842,History  and  Irish  Studies,18000,145.25
10006842,History  with  Ancient  History,18000,145.25
10006842,History  with  Heritage  Studies,18000,145.25
10006842,History  with  Irish  Studies,18000,145.25
10006842,Human  Physiology,22000,141.63636363636363
10006842,Industrial  Design  BEng,26000,142.54545454545453
10006842,Industrial  Design  MEng,26000,142.54545454545453
10006842,International  Business,20000,147.0
10006842,International  Business  with  a  Year  in  Industry,20000,162.14285714285714
10006842,International  Politics  and  Policy,19000,147.33333333333334
10006842,Irish  Studies,19000,142.44444444444446
